"# Sensor Luktvassvegen, Mosjøen - Mussere, Norway (Citizen Science project sensor.community/82574)"
# https://aqicn.org/station/@411634/
# Daily pm25
"date,min,max,median,q1,q3,stdev,count"
"2025-06-05T00:00:00.000Z,0.8,10.68,1.5,1.3,2.54,1.068,592"
"2025-06-06T00:00:00.000Z,0.55,7.75,1.3,1.13,1.5,0.545,589"
"2025-06-07T00:00:00.000Z,1,36.97,1.8,1.6,2.08,2.354,591"
"2025-06-08T00:00:00.000Z,0.75,9.05,1.63,1.3,2,0.716,580"
"2025-06-09T00:00:00.000Z,0.3,88.63,1.4,1.1,1.8,3.703,590"
"2025-06-10T00:00:00.000Z,0.5,6.78,1.2,1,1.58,0.589,587"
"2025-06-11T00:00:00.000Z,0.7,9.27,1.3,1.1,1.75,0.738,583"
"2025-06-12T00:00:00.000Z,0.3,5.8,0.95,0.7,1.2,0.567,523"
"2025-06-13T00:00:00.000Z,0.93,8.13,1.9,1.4,2.29,0.688,591"
"2025-06-14T00:00:00.000Z,2.17,14.77,4.63,3.29,5.71,1.85,592"
"2025-06-15T00:00:00.000Z,3.92,15.38,5.35,4.95,6.49,2.232,372"
"2025-06-16T00:00:00.000Z,0.2,14.35,2.25,1.1,2.88,1.31,453"
"2025-06-17T00:00:00.000Z,0.2,12.4,2.97,1.7,3.63,1.405,591"
"2025-06-18T00:00:00.000Z,0.1,32.38,1.52,1.14,1.9,1.926,592"
"2025-06-19T00:00:00.000Z,0.47,47.17,2.15,1.76,2.5,2.029,593"
"2025-06-20T00:00:00.000Z,1.25,10.23,2.54,2.1,3.17,0.873,589"
"2025-06-21T00:00:00.000Z,1.3,19.38,1.77,1.6,2.22,0.886,587"
"2025-06-22T00:00:00.000Z,1.17,4.09,1.65,1.5,1.9,0.332,593"
"2025-06-23T00:00:00.000Z,1.17,11.1,2.45,1.83,3.35,0.966,592"
"2025-06-24T00:00:00.000Z,1.38,15.32,2.65,1.83,4.25,1.56,592"
"2025-06-25T00:00:00.000Z,1.3,9.4,2.29,1.88,2.9,1.133,592"
"2025-06-26T00:00:00.000Z,1.12,11.13,1.77,1.6,1.92,0.518,593"
"2025-06-27T00:00:00.000Z,0.13,5.38,2.47,1.63,3,1.058,588"
"2025-06-28T00:00:00.000Z,0.5,45.22,2.29,1.63,2.9,3.491,591"
"2025-06-29T00:00:00.000Z,0.2,49.22,1.4,1.08,2.38,2.857,593"
"2025-06-30T00:00:00.000Z,0.73,11.5,1.82,1.58,2.13,0.841,420"
"2025-07-01T00:00:00.000Z,0.1,7.43,1.91,1.45,2.2,0.799,590"
"2025-07-02T00:00:00.000Z,1.1,5.47,1.75,1.55,2.02,0.457,590"
"2025-07-03T00:00:00.000Z,0.63,7.13,1.6,1.2,2.29,0.707,590"
"2025-07-04T00:00:00.000Z,0.5,5.85,1.12,0.9,1.48,0.503,591"
"2025-07-05T00:00:00.000Z,0.77,3.08,1.21,1.12,1.38,0.212,592"
"2025-07-06T00:00:00.000Z,0.9,2.97,1.33,1.25,1.42,0.172,539"
"2025-07-07T00:00:00.000Z,1.12,12.02,1.6,1.48,2.08,1.269,591"
"2025-07-08T00:00:00.000Z,1.33,4.78,1.88,1.67,2.25,0.443,592"
"2025-07-09T00:00:00.000Z,0.9,4.88,1.67,1.33,2.04,0.491,592"
"2025-07-10T00:00:00.000Z,1.3,4.15,1.8,1.67,1.98,0.304,594"
"2025-07-11T00:00:00.000Z,0.6,4.09,1.4,1.12,1.7,0.496,592"
"2025-07-12T00:00:00.000Z,1.4,8.77,2.2,2,2.35,0.454,590"
"2025-07-13T00:00:00.000Z,2,7.35,2.9,2.65,3.22,0.489,586"
"2025-07-14T00:00:00.000Z,2.04,6.57,3.05,2.72,3.5,0.62,587"
"2025-07-15T00:00:00.000Z,2.2,6.97,3.6,3.08,4.18,0.699,582"
"2025-07-16T00:00:00.000Z,1.6,5.82,3.08,2.24,3.57,0.83,593"
"2025-07-17T00:00:00.000Z,1.7,3.65,2.38,2.17,2.67,0.387,592"
"2025-07-18T00:00:00.000Z,2.8,5.78,4.18,3.66,4.57,0.612,593"
"2025-07-19T00:00:00.000Z,3.97,12.13,6.07,4.96,7.77,1.907,593"
"2025-07-20T00:00:00.000Z,2.92,10.4,5.12,4.48,6.06,1.414,584"
"2025-07-21T00:00:00.000Z,3.97,14.93,5.78,5.47,6.15,0.825,591"
"2025-07-22T00:00:00.000Z,4.13,8.68,5.5,4.88,6.22,0.795,593"
"2025-07-23T00:00:00.000Z,3.8,9.6,6.13,5.2,7.32,1.217,590"
"2025-07-24T00:00:00.000Z,3.75,8.75,5.57,4.65,6.55,1.127,590"
"2025-07-25T00:00:00.000Z,1.4,10.55,2.92,2.5,4.97,2.565,592"
"2025-07-26T00:00:00.000Z,1.2,7.5,2.29,1.89,2.92,0.804,593"
"2025-07-27T00:00:00.000Z,2.04,8.38,3.6,3.05,4.03,0.715,590"
"2025-07-28T00:00:00.000Z,1.7,13.2,3.13,2.4,4.34,1.398,591"
"2025-07-29T00:00:00.000Z,1.65,6.28,2.29,2.02,2.78,0.502,593"
"2025-07-30T00:00:00.000Z,2.2,6.53,3.72,3.38,4.03,0.519,592"
"2025-07-31T00:00:00.000Z,2.7,9.05,4.07,3.45,5.05,0.959,591"
"2025-08-01T00:00:00.000Z,3.1,10.82,5.57,4.95,6.63,1.187,591"
"2025-08-02T00:00:00.000Z,4.18,9.94,6.7,6.13,7.15,0.891,594"
"2025-08-03T00:00:00.000Z,0.8,8.73,2.27,1.9,6.85,2.55,593"
"2025-08-04T00:00:00.000Z,0.77,7.93,1.88,1.7,2.1,0.486,591"
"2025-08-05T00:00:00.000Z,0.35,4.5,1.1,0.9,1.5,0.417,564"
"2025-08-06T00:00:00.000Z,0.1,8.25,0.95,0.75,1.17,0.574,526"
"2025-08-07T00:00:00.000Z,0,14.85,2.1,1.42,2.63,1.197,571"
"2025-08-08T00:00:00.000Z,1.08,3.85,1.65,1.5,1.88,0.35,577"
"2025-08-09T00:00:00.000Z,0.6,2.58,1.24,1.05,1.57,0.389,560"
"2025-08-10T00:00:00.000Z,0.4,4.75,1.21,1,1.6,0.473,588"
"2025-08-11T00:00:00.000Z,0.63,6.13,1.48,1.2,1.8,0.713,592"
"2025-08-12T00:00:00.000Z,0.56,5.8,1.2,1.08,1.4,0.495,593"
"2025-08-13T00:00:00.000Z,0.7,23.15,1.4,1.2,1.6,1.093,580"
"2025-08-14T00:00:00.000Z,1.9,14,6.6,4.97,7.39,1.793,585"
"2025-08-15T00:00:00.000Z,0.13,10.48,1.5,1.05,5.09,2.462,484"
"2025-08-16T00:00:00.000Z,0.22,3.67,1.1,0.9,1.4,0.429,576"
"2025-08-17T00:00:00.000Z,0.8,21.45,1.65,1.4,2,1.083,592"
"2025-08-18T00:00:00.000Z,0.03,8.68,0.77,0.49,1.13,0.841,589"
"2025-08-19T00:00:00.000Z,0.22,7.93,1.19,0.9,1.5,0.548,592"
"2025-08-20T00:00:00.000Z,0.13,17.6,0.8,0.6,1.08,0.941,577"
"2025-08-21T00:00:00.000Z,0,5.18,0.55,0.4,0.8,0.568,371"
"2025-08-22T00:00:00.000Z,0.08,3.17,0.68,0.47,0.9,0.334,374"
"2025-08-23T00:00:00.000Z,0,2.8,0.98,0.55,1.42,0.58,587"
"2025-08-24T00:00:00.000Z,0,8.52,1,0.7,1.34,0.64,592"
"2025-08-25T00:00:00.000Z,0.55,11.13,1.23,1,1.65,0.771,592"
"2025-08-26T00:00:00.000Z,0.5,5.47,1.17,0.95,1.37,0.515,592"
"2025-08-27T00:00:00.000Z,0.63,5.68,1.25,1.1,1.4,0.486,591"
"2025-08-28T00:00:00.000Z,0.9,10.35,1.35,1.2,1.5,0.658,591"
"2025-08-29T00:00:00.000Z,1.27,11.35,2,1.8,2.2,0.56,592"
"2025-08-30T00:00:00.000Z,1.8,4.2,2.4,2.2,2.7,0.337,591"
"2025-08-31T00:00:00.000Z,1.38,4.53,2.17,1.83,2.8,0.57,591"
"2025-09-01T00:00:00.000Z,1.35,5.93,2.25,1.9,2.63,0.579,591"
"2025-09-02T00:00:00.000Z,1.3,6.78,2.4,2.04,2.72,0.582,593"
"2025-09-03T00:00:00.000Z,0.4,6.53,1.3,1,1.8,0.686,592"
"2025-09-04T00:00:00.000Z,0.6,17.8,1.4,1.1,1.7,1.134,592"
"2025-09-05T00:00:00.000Z,0.63,6.65,1.3,1.13,1.52,0.477,464"
"2025-09-06T00:00:00.000Z,1.7,2.08,1.8,1.8,2,0.13,10"
"2025-09-07T00:00:00.000Z,1.95,7.93,3.03,2.7,3.42,0.701,256"
"2025-09-08T00:00:00.000Z,1.35,10.95,2.5,1.98,3.17,0.992,306"
"2025-09-09T00:00:00.000Z,1.6,13.45,2.2,2,2.4,0.628,588"
"2025-09-10T00:00:00.000Z,1.92,7.07,3.47,2.7,4.3,0.901,559"
"2025-09-11T00:00:00.000Z,0.9,7.57,4.3,3.42,5,1.345,587"
"2025-09-12T00:00:00.000Z,0.1,4.28,1.48,0.8,1.73,0.719,593"
"2025-09-13T00:00:00.000Z,0.52,2.85,1.05,0.9,1.3,0.279,593"
"2025-09-14T00:00:00.000Z,0.5,11.95,1.25,1.1,1.4,0.583,593"
"2025-09-15T00:00:00.000Z,1,5.45,1.5,1.3,1.8,0.51,504"
"2025-09-16T00:00:00.000Z,0.5,3.55,1.12,0.95,1.3,0.29,590"
"2025-09-17T00:00:00.000Z,0.5,3.45,1.3,1.1,1.5,0.32,593"
"2025-09-18T00:00:00.000Z,0.3,4.9,0.93,0.8,1.1,0.518,592"
"2025-09-19T00:00:00.000Z,0.4,5.53,1.27,1.02,1.44,0.704,564"
"2025-09-20T00:00:00.000Z,0.03,4.47,0.77,0.5,1.2,0.521,464"
"2025-09-21T00:00:00.000Z,0.2,3.4,1.4,0.93,1.88,0.653,591"
"2025-09-22T00:00:00.000Z,0.2,4.59,1,0.7,1.3,0.498,589"
"2025-09-23T00:00:00.000Z,0.2,6.3,0.85,0.67,1.1,0.595,589"
"2025-09-24T00:00:00.000Z,0.28,15.65,0.9,0.7,1.12,1.047,589"
"2025-09-25T00:00:00.000Z,0.3,6.43,1.1,0.9,1.4,0.664,588"
"2025-09-26T00:00:00.000Z,0.7,5.6,1.33,1.2,1.6,0.431,589"
"2025-09-27T00:00:00.000Z,0.52,2.35,1.1,1,1.27,0.206,589"
"2025-09-28T00:00:00.000Z,0.52,49.45,1,0.88,1.12,2.952,578"
"2025-09-29T00:00:00.000Z,0.56,18.77,1.2,1,1.52,1.208,586"
"2025-09-30T00:00:00.000Z,0.6,8.3,1.3,1.1,1.7,0.883,590"
"2025-10-01T00:00:00.000Z,0.75,6.93,1.39,1.2,1.57,0.673,580"
"2025-10-02T00:00:00.000Z,0.63,5.95,1.25,1.1,1.5,0.588,573"
"2025-10-03T00:00:00.000Z,1.2,64.7,1.7,1.6,1.9,2.809,550"
"2025-10-04T00:00:00.000Z,0.05,3.55,1.38,1,1.55,0.479,588"
"2025-10-05T00:00:00.000Z,0,5.18,0.3,0.2,0.5,0.385,591"
"2025-10-06T00:00:00.000Z,0.15,15.3,1.3,0.6,1.88,1.06,591"
"2025-10-07T00:00:00.000Z,0,8.25,0.5,0.28,1.1,0.722,586"
"2025-10-08T00:00:00.000Z,0.05,23.48,0.9,0.5,1.23,1.237,589"
"2025-10-09T00:00:00.000Z,0.03,46.6,1.02,0.7,1.65,2.374,508"
"2025-10-10T00:00:00.000Z,0.03,20.05,0.93,0.5,1.42,1.467,568"
"2025-10-11T00:00:00.000Z,0.17,6.2,1.1,0.8,1.44,0.679,593"
"2025-10-12T00:00:00.000Z,0.15,6.55,0.93,0.68,1.23,0.601,584"
"2025-10-13T00:00:00.000Z,0,27.15,0.65,0.4,0.9,1.195,593"
"2025-10-14T00:00:00.000Z,0,9.44,0.95,0.68,1.4,0.697,586"
"2025-10-15T00:00:00.000Z,0,4.65,0.63,0.3,1.33,0.957,588"
"2025-10-16T00:00:00.000Z,0.03,17.35,0.73,0.55,1,0.945,506"
"2025-10-17T00:00:00.000Z,0.15,3.25,0.75,0.6,0.95,0.367,590"
"2025-10-18T00:00:00.000Z,0,1.83,0.6,0.45,0.85,0.305,589"
"2025-10-19T00:00:00.000Z,0.03,15.98,0.5,0.3,0.63,0.721,594"
"2025-10-20T00:00:00.000Z,0.13,7.53,1.38,0.9,1.82,0.765,592"
"2025-10-21T00:00:00.000Z,0.2,7.75,1,0.75,1.25,0.505,593"
"2025-10-22T00:00:00.000Z,0.08,20.58,1.32,0.7,1.83,1.344,592"
"2025-10-23T00:00:00.000Z,0.2,6.15,1.4,0.9,1.6,0.687,594"
"2025-10-24T00:00:00.000Z,0.1,5.05,0.8,0.6,1.3,0.673,594"
"2025-10-25T00:00:00.000Z,0,24.55,0.2,0.05,0.43,1.165,589"
"2025-10-26T00:00:00.000Z,0,3.35,0.38,0.17,0.68,0.388,595"
"2025-10-27T00:00:00.000Z,0,23.83,0.3,0.2,0.74,2.24,589"
"2025-10-28T00:00:00.000Z,0,28.1,0.5,0.3,0.8,1.673,594"
"2025-10-29T00:00:00.000Z,0,40.54,0.35,0.15,0.7,3.015,593"
"2025-10-30T00:00:00.000Z,0.1,14.95,1.2,0.6,1.73,1.361,593"
"2025-10-31T00:00:00.000Z,0.1,13.82,1.12,0.65,1.6,1.292,593"
"2025-11-01T00:00:00.000Z,0,42.1,0.56,0.4,0.73,2.983,593"
"2025-11-02T00:00:00.000Z,0,3.55,0.4,0.25,0.8,0.469,594"
"2025-11-03T00:00:00.000Z,0,24.6,0.5,0.3,0.7,1.128,592"
"2025-11-04T00:00:00.000Z,0.13,47.75,0.7,0.49,1.4,2.996,592"
"2025-11-05T00:00:00.000Z,0,28.55,1.05,0.6,1.6,2.545,593"
"2025-11-06T00:00:00.000Z,0,24.67,0.45,0.28,0.7,1.912,593"
"2025-11-07T00:00:00.000Z,0.1,11.15,1,0.68,1.37,0.938,593"
"2025-11-08T00:00:00.000Z,0.2,4.22,1.02,0.7,1.4,0.481,594"
"2025-11-09T00:00:00.000Z,0.3,24.38,1.08,0.9,1.33,1.169,591"
"2025-11-10T00:00:00.000Z,0.28,18.95,1.23,0.85,1.75,1.509,591"
"2025-11-11T00:00:00.000Z,0.3,19.8,1.7,1.1,2.22,1.646,594"
"2025-11-12T00:00:00.000Z,0.03,12.88,1.5,1,1.94,1.197,593"
"2025-11-13T00:00:00.000Z,0.03,6.8,0.5,0.35,0.7,0.671,334"
